id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts20945,The Three Stooges,SHOW,The Three Stooges were an American vaudeville.,1934,TV-PG,19,['comedy', 'family', 'animation', 'action', 'fantasy', 'horror'],['US'],26.0,tt0850645,8.6,1092.0,15.424,7.6
tm19248,The General,MOVIE,During Americans Civil War.,1926,,78,['action', 'drama', 'war', 'western', 'comedy', 'european'],['US'],,tt0017925,8.2,89766.0,8.647,8.0
